"","firm_id","year","industry","log_assets","assets","leverage","degree0","size_z","degree0_t","first_grant_year","first_deny_year","ever_grant","ever_deny","total_requests","total_comments","n_decided","n_grant","n_deny","comments_cum","support_cum","oppose_cum","grant_share","waiver_any","deny_any","sensitivity_any","sensitivity_cum","g_year","post_grant","degree","share_china","share_usa","china_exposure_pre","suppliers","suppliers_lag","has_genuine_lag","jaccard_t_t1","churn_t_t1","n_prev","n_curr","n_inter","n_add","n_drop","retention_rate","add_rate","drop_rate","suppliers_base","jaccard_to_base","divergence_to_base","sup_china","sup_nonchina","sup_china_lag","sup_nonchina_lag","jaccard_china","jaccard_nonchina","churn_china","churn_nonchina","edge_survival","n_edges_prev","exposure_deny","exposure_waive","log_degree","post_tariff","g_year0"
"1","F0001",2014,"IND3",10.8531079148462,51694.5642556563,0.310016645372029,30,0.975780689098217,31,2018,2018,1,1,5,3,1,0,0,0,0,0,0,0,0,1,0,2018,0,30,0.1,0.466666666666667,0.151515151515152,"c(""S00002"", ""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00184"", ""S00578"", ""S00597"", ""S00643"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01297"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","list(character(0))",FALSE,NA,NA,1,30,0,30,1,NA,NA,NA,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.536585365853659,0.463414634146341,"c(""S00002"", ""S00578"", ""S01297"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00184"", ""S00597"", ""S00643"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","list(character(0))","list(character(0))",NA,NA,NA,NA,NA,NA,0,0,3.43398720448515,0,2018
"2","F0001",2015,"IND3",10.8435803489518,51204.3797290328,0.353188421174545,30,0.975780689098217,32,2018,2018,1,1,5,3,1,0,0,0,0,0,0,0,0,1,0,2018,0,32,0.09375,0.46875,0.151515151515152,"c(""S00002"", ""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00184"", ""S00578"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01194"", ""S01239"", ""S01297"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00184"", ""S00578"", ""S00597"", ""S00643"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01297"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",TRUE,0.878787878787879,0.121212121212121,30,32,29,3,1,0.966666666666667,0.1,0.0333333333333333,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.585365853658537,0.414634146341463,"c(""S00002"", ""S00578"", ""S01297"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00184"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01194"", ""S01239"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00578"", ""S01297"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00184"", ""S00597"", ""S00643"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",1,0.866666666666667,0,0.133333333333333,0.0302083333333333,30,0,0,3.49650756146648,0,2018
"3","F0001",2016,"IND3",10.7984744141595,48946.0727130843,0.326897644642611,30,0.975780689098217,32,2018,2018,1,1,5,3,1,0,0,0,0,0,0,0,0,1,0,2018,0,32,0.09375,0.46875,0.151515151515152,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01297"", ""S01354"", ""S01503"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00184"", ""S00578"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01194"", ""S01239"", ""S01297"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",TRUE,0.777777777777778,0.222222222222222,32,32,28,4,4,0.875,0.125,0.125,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.756756756756757,0.243243243243243,"c(""S00002"", ""S00061"", ""S01297"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01354"", ""S01503"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00578"", ""S01297"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00184"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01194"", ""S01239"", ""S01354"", ""S01443"", ""S01503"", ""S01608"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.5,0.8125,0.5,0.1875,0.02734375,32,0,0,3.49650756146648,0,2018
"4","F0001",2017,"IND3",10.797271405026,48887.225544499,0.334885201688234,30,0.975780689098217,33,2018,2018,1,1,5,3,1,0,0,0,0,0,0,0,0,1,0,2018,0,33,0.151515151515152,0.484848484848485,0.151515151515152,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01297"", ""S01354"", ""S01503"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",TRUE,0.756756756756757,0.243243243243243,32,33,28,5,4,0.875,0.15625,0.125,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",1,0,"c(""S00002"", ""S00061"", ""S00690"", ""S01297"", ""S01560"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01354"", ""S01503"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00061"", ""S01297"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00597"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00907"", ""S01063"", ""S01068"", ""S01239"", ""S01354"", ""S01503"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01953"", ""S02067"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.6,0.78125,0.4,0.21875,0.0265151515151515,32,0,0,3.52636052461616,0,2018
"5","F0001",2018,"IND3",10.8408912383758,51066.8704616418,0.341571587513585,30,0.975780689098217,33,2018,2018,1,1,5,3,2,1,1,1,1,0,0.5,1,1,1,1,2018,1,33,0.242424242424242,0.393939393939394,0.151515151515152,"c(""S00002"", ""S00015"", ""S00083"", ""S00139"", ""S00153"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00428"", ""S00563"", ""S00609"", ""S00681"", ""S00690"", ""S00792"", ""S00825"", ""S00859"", ""S00877"", ""S00974"", ""S01063"", ""S01065"", ""S01297"", ""S01354"", ""S01560"", ""S01703"", ""S01757"", ""S01794"", ""S01867"", ""S01973"", ""S02071"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",TRUE,0.434782608695652,0.565217391304348,33,33,20,13,13,0.606060606060606,0.393939393939394,0.393939393939394,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.434782608695652,0.565217391304348,"c(""S00002"", ""S00609"", ""S00690"", ""S00792"", ""S00859"", ""S00974"", ""S01297"", ""S01560"")","c(""S00015"", ""S00083"", ""S00139"", ""S00153"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00428"", ""S00563"", ""S00681"", ""S00825"", ""S00877"", ""S01063"", ""S01065"", ""S01354"", ""S01703"", ""S01757"", ""S01794"", ""S01867"", ""S01973"", ""S02071"", ""S02224"", ""S02385"", ""S02449"")","c(""S00002"", ""S00061"", ""S00690"", ""S01297"", ""S01560"")","c(""S00015"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01354"", ""S01503"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.444444444444444,0.432432432432432,0.555555555555556,0.567567567567568,0.0183654729109275,33,0.475825485695618,0.474233705322086,3.52636052461616,1,2018
"6","F0001",2019,"IND3",10.8252681527327,50275.2482631782,0.362707903671815,30,0.975780689098217,34,2018,2018,1,1,5,3,5,2,3,3,2,1,0.4,1,1,1,1,2018,1,34,0.264705882352941,0.352941176470588,0.151515151515152,"c(""S00002"", ""S00015"", ""S00083"", ""S00121"", ""S00139"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00429"", ""S00563"", ""S00609"", ""S00690"", ""S00761"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S01065"", ""S01297"", ""S01560"", ""S01674"", ""S01711"", ""S01757"", ""S01794"", ""S01852"", ""S01867"", ""S01918"", ""S01973"", ""S02041"", ""S02066"", ""S02147"", ""S02198"", ""S02449"")","c(""S00002"", ""S00015"", ""S00083"", ""S00139"", ""S00153"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00428"", ""S00563"", ""S00609"", ""S00681"", ""S00690"", ""S00792"", ""S00825"", ""S00859"", ""S00877"", ""S00974"", ""S01063"", ""S01065"", ""S01297"", ""S01354"", ""S01560"", ""S01703"", ""S01757"", ""S01794"", ""S01867"", ""S01973"", ""S02071"", ""S02224"", ""S02385"", ""S02449"")",TRUE,0.456521739130435,0.543478260869565,33,34,21,13,12,0.636363636363636,0.393939393939394,0.363636363636364,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.240740740740741,0.759259259259259,"c(""S00002"", ""S00609"", ""S00690"", ""S00761"", ""S01297"", ""S01560"", ""S01674"", ""S01918"", ""S02147"")","c(""S00015"", ""S00083"", ""S00121"", ""S00139"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00429"", ""S00563"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S01065"", ""S01711"", ""S01757"", ""S01794"", ""S01852"", ""S01867"", ""S01973"", ""S02041"", ""S02066"", ""S02198"", ""S02449"")","c(""S00002"", ""S00609"", ""S00690"", ""S00792"", ""S00859"", ""S00974"", ""S01297"", ""S01560"")","c(""S00015"", ""S00083"", ""S00139"", ""S00153"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00428"", ""S00563"", ""S00681"", ""S00825"", ""S00877"", ""S01063"", ""S01065"", ""S01354"", ""S01703"", ""S01757"", ""S01794"", ""S01867"", ""S01973"", ""S02071"", ""S02224"", ""S02385"", ""S02449"")",0.416666666666667,0.470588235294118,0.583333333333333,0.529411764705882,0.018716577540107,33,0.658898808597056,0.638589383021312,3.55534806148941,1,2018
"7","F0001",2020,"IND3",10.8613040251692,52119.9996836537,0.373080283800433,30,0.975780689098217,33,2018,2018,1,1,5,3,5,2,3,3,2,1,0.4,1,1,1,1,2018,1,33,0.242424242424242,0.454545454545455,0.151515151515152,"c(""S00015"", ""S00083"", ""S00121"", ""S00155"", ""S00393"", ""S00414"", ""S00429"", ""S00563"", ""S00565"", ""S00609"", ""S00761"", ""S00793"", ""S00814"", ""S00825"", ""S00877"", ""S00969"", ""S00986"", ""S01149"", ""S01388"", ""S01443"", ""S01560"", ""S01790"", ""S01794"", ""S01867"", ""S01897"", ""S01980"", ""S01986"", ""S02041"", ""S02071"", ""S02147"", ""S02187"", ""S02198"", ""S02420"")","c(""S00002"", ""S00015"", ""S00083"", ""S00121"", ""S00139"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00429"", ""S00563"", ""S00609"", ""S00690"", ""S00761"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S01065"", ""S01297"", ""S01560"", ""S01674"", ""S01711"", ""S01757"", ""S01794"", ""S01852"", ""S01867"", ""S01918"", ""S01973"", ""S02041"", ""S02066"", ""S02147"", ""S02198"", ""S02449"")",TRUE,0.395833333333333,0.604166666666667,34,33,19,14,15,0.558823529411765,0.411764705882353,0.441176470588235,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.11864406779661,0.88135593220339,"c(""S00565"", ""S00609"", ""S00761"", ""S00986"", ""S01560"", ""S01790"", ""S01986"", ""S02147"")","c(""S00015"", ""S00083"", ""S00121"", ""S00155"", ""S00393"", ""S00414"", ""S00429"", ""S00563"", ""S00793"", ""S00814"", ""S00825"", ""S00877"", ""S00969"", ""S01149"", ""S01388"", ""S01443"", ""S01794"", ""S01867"", ""S01897"", ""S01980"", ""S02041"", ""S02071"", ""S02187"", ""S02198"", ""S02420"")","c(""S00002"", ""S00609"", ""S00690"", ""S00761"", ""S01297"", ""S01560"", ""S01674"", ""S01918"", ""S02147"")","c(""S00015"", ""S00083"", ""S00121"", ""S00139"", ""S00216"", ""S00393"", ""S00396"", ""S00414"", ""S00429"", ""S00563"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S01065"", ""S01711"", ""S01757"", ""S01794"", ""S01852"", ""S01867"", ""S01973"", ""S02041"", ""S02066"", ""S02198"", ""S02449"")",0.307692307692308,0.428571428571429,0.692307692307692,0.571428571428571,0.0169340463458111,34,0.658898808597056,0.910851538888656,3.52636052461616,1,2018
"8","F0001",2021,"IND3",10.8561625851212,51852.7155314933,0.371761348291666,30,0.975780689098217,30,2018,2018,1,1,5,3,5,2,3,3,2,1,0.4,1,1,1,1,2018,1,30,0.166666666666667,0.6,0.151515151515152,"c(""S00018"", ""S00083"", ""S00121"", ""S00153"", ""S00155"", ""S00340"", ""S00393"", ""S00474"", ""S00688"", ""S00761"", ""S00779"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S00986"", ""S01138"", ""S01140"", ""S01194"", ""S01443"", ""S01479"", ""S01560"", ""S01650"", ""S01794"", ""S01897"", ""S01971"", ""S02041"", ""S02071"", ""S02187"", ""S02198"")","c(""S00015"", ""S00083"", ""S00121"", ""S00155"", ""S00393"", ""S00414"", ""S00429"", ""S00563"", ""S00565"", ""S00609"", ""S00761"", ""S00793"", ""S00814"", ""S00825"", ""S00877"", ""S00969"", ""S00986"", ""S01149"", ""S01388"", ""S01443"", ""S01560"", ""S01790"", ""S01794"", ""S01867"", ""S01897"", ""S01980"", ""S01986"", ""S02041"", ""S02071"", ""S02147"", ""S02187"", ""S02198"", ""S02420"")",TRUE,0.4,0.6,33,30,18,12,15,0.545454545454545,0.363636363636364,0.454545454545455,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.0862068965517241,0.913793103448276,"c(""S00018"", ""S00761"", ""S00986"", ""S01140"", ""S01560"")","c(""S00083"", ""S00121"", ""S00153"", ""S00155"", ""S00340"", ""S00393"", ""S00474"", ""S00688"", ""S00779"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S01138"", ""S01194"", ""S01443"", ""S01479"", ""S01650"", ""S01794"", ""S01897"", ""S01971"", ""S02041"", ""S02071"", ""S02187"", ""S02198"")","c(""S00565"", ""S00609"", ""S00761"", ""S00986"", ""S01560"", ""S01790"", ""S01986"", ""S02147"")","c(""S00015"", ""S00083"", ""S00121"", ""S00155"", ""S00393"", ""S00414"", ""S00429"", ""S00563"", ""S00793"", ""S00814"", ""S00825"", ""S00877"", ""S00969"", ""S01149"", ""S01388"", ""S01443"", ""S01794"", ""S01867"", ""S01897"", ""S01980"", ""S02041"", ""S02071"", ""S02187"", ""S02198"", ""S02420"")",0.3,0.428571428571429,0.7,0.571428571428571,0.0181818181818182,33,0.658898808597056,0.910851538888656,3.43398720448515,1,2018
"9","F0001",2022,"IND3",10.8841136865967,53322.5014227236,0.362941939395244,30,0.975780689098217,30,2018,2018,1,1,5,3,5,2,3,3,2,1,0.4,1,1,1,1,2018,1,30,0.266666666666667,0.466666666666667,0.151515151515152,"c(""S00004"", ""S00007"", ""S00018"", ""S00083"", ""S00153"", ""S00340"", ""S00393"", ""S00548"", ""S00623"", ""S00685"", ""S00779"", ""S00825"", ""S00877"", ""S00969"", ""S00986"", ""S01054"", ""S01138"", ""S01140"", ""S01209"", ""S01377"", ""S01415"", ""S01443"", ""S01560"", ""S01756"", ""S01770"", ""S01794"", ""S01971"", ""S02198"", ""S02407"", ""S02471"")","c(""S00018"", ""S00083"", ""S00121"", ""S00153"", ""S00155"", ""S00340"", ""S00393"", ""S00474"", ""S00688"", ""S00761"", ""S00779"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S00986"", ""S01138"", ""S01140"", ""S01194"", ""S01443"", ""S01479"", ""S01560"", ""S01650"", ""S01794"", ""S01897"", ""S01971"", ""S02041"", ""S02071"", ""S02187"", ""S02198"")",TRUE,0.395348837209302,0.604651162790698,30,30,17,13,13,0.566666666666667,0.433333333333333,0.433333333333333,"c(""S00002"", ""S00015"", ""S00061"", ""S00083"", ""S00139"", ""S00147"", ""S00153"", ""S00216"", ""S00408"", ""S00563"", ""S00659"", ""S00681"", ""S00690"", ""S00719"", ""S00825"", ""S00871"", ""S00877"", ""S00907"", ""S01063"", ""S01068"", ""S01297"", ""S01354"", ""S01503"", ""S01560"", ""S01608"", ""S01652"", ""S01703"", ""S01867"", ""S01869"", ""S02112"", ""S02224"", ""S02385"", ""S02449"")",0.0862068965517241,0.913793103448276,"c(""S00007"", ""S00018"", ""S00623"", ""S00685"", ""S00986"", ""S01140"", ""S01560"", ""S01770"")","c(""S00004"", ""S00083"", ""S00153"", ""S00340"", ""S00393"", ""S00548"", ""S00779"", ""S00825"", ""S00877"", ""S00969"", ""S01054"", ""S01138"", ""S01209"", ""S01377"", ""S01415"", ""S01443"", ""S01756"", ""S01794"", ""S01971"", ""S02198"", ""S02407"", ""S02471"")","c(""S00018"", ""S00761"", ""S00986"", ""S01140"", ""S01560"")","c(""S00083"", ""S00121"", ""S00153"", ""S00155"", ""S00340"", ""S00393"", ""S00474"", ""S00688"", ""S00779"", ""S00793"", ""S00825"", ""S00877"", ""S00969"", ""S01138"", ""S01194"", ""S01443"", ""S01479"", ""S01650"", ""S01794"", ""S01897"", ""S01971"", ""S02041"", ""S02071"", ""S02187"", ""S02198"")",0.444444444444444,0.382352941176471,0.555555555555556,0.617647058823529,0.0188888888888889,30,0.658898808597056,0.910851538888656,3.43398720448515,1,2018
"10","F0002",2014,"IND3",10.8454193204326,51298.6297580435,0.459772976970601,30,1.01927625241282,29,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,30,0.266666666666667,0.366666666666667,0.172413793103448,"c(""S00100"", ""S00137"", ""S00157"", ""S00179"", ""S00256"", ""S00307"", ""S00343"", ""S00399"", ""S00480"", ""S00522"", ""S00527"", ""S00565"", ""S00656"", ""S00864"", ""S01102"", ""S01133"", ""S01314"", ""S01388"", ""S01569"", ""S01640"", ""S01867"", ""S01962"", ""S01964"", ""S01965"", ""S02038"", ""S02044"", ""S02082"", ""S02116"", ""S02202"", ""S02350"")","list(character(0))",FALSE,NA,NA,1,30,0,30,1,NA,NA,NA,"c(""S00100"", ""S00137"", ""S00179"", ""S00321"", ""S00343"", ""S00399"", ""S00480"", ""S00512"", ""S00522"", ""S00527"", ""S00565"", ""S00656"", ""S00673"", ""S00774"", ""S00789"", ""S01133"", ""S01145"", ""S01162"", ""S01249"", ""S01388"", ""S01465"", ""S01569"", ""S01640"", ""S01962"", ""S01965"", ""S02038"", ""S02082"", ""S02116"", ""S02350"")",0.512820512820513,0.487179487179487,"c(""S00157"", ""S00256"", ""S00480"", ""S00565"", ""S01102"", ""S01314"", ""S01962"", ""S02082"")","c(""S00100"", ""S00137"", ""S00179"", ""S00307"", ""S00343"", ""S00399"", ""S00522"", ""S00527"", ""S00656"", ""S00864"", ""S01133"", ""S01388"", ""S01569"", ""S01640"", ""S01867"", ""S01964"", ""S01965"", ""S02038"", ""S02044"", ""S02116"", ""S02202"", ""S02350"")","list(character(0))","list(character(0))",NA,NA,NA,NA,NA,NA,0,0,3.43398720448515,0,0
